ISO3,name,lat_long,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079
DNK,Denmark,"[8.09, 54.8, 12.69, 57.73]",25.5,33.5,38.6875,30.5,34.40625,28.203125,28.703125,29.5,29.40625,34.59375,36.40625,34.0,34.5,32.59375,31.09375,35.5,33.8125,31.703125,39.09375,33.3125,30.5,35.90625,35.09375,33.90625,31.40625,28.5,35.8125,34.0,35.0,38.09375,35.59375,36.90625,32.3125,37.6875,35.1875,35.6875,39.40625,32.5,36.40625,35.5,34.6875,35.0,38.90625,33.3125,39.6875,39.40625,35.5,32.40625,39.6875,38.90625,38.90625,36.40625,38.3125,38.5,36.8125,41.09375
DOM,Dominican Republic,"[-71.95, 17.6, -68.32, 19.88]",39.3125,37.0,38.5,39.5,37.59375,38.59375,38.09375,38.09375,38.8125,41.1875,37.40625,38.90625,43.3125,38.09375,38.1875,39.0,41.40625,39.5,39.3125,49.3125,39.8125,48.3125,39.90625,44.40625,39.90625,39.1875,43.40625,47.3125,43.8125,39.8125,40.90625,39.0,40.40625,49.1875,41.09375,41.1875,40.6875,47.40625,41.5,44.0,41.0,40.40625,40.90625,56.0,40.0,41.59375,44.1875,45.3125,41.90625,41.3125,42.8125,43.0,42.0,42.40625,42.09375,44.1875
DZA,Algeria,"[-8.68, 19.06, 12.0, 37.12]",69.375,61.40625,79.375,78.0,74.1875,69.0,58.8125,67.0,71.8125,60.90625,66.125,61.5,67.375,64.625,67.8125,65.5,76.875,71.625,74.8125,74.125,74.6875,83.1875,68.875,63.90625,69.1875,77.1875,75.0,69.875,63.3125,76.875,83.875,64.875,72.0,67.5,75.8125,63.6875,69.3125,70.125,71.5,76.375,65.8125,68.125,79.5,74.5,69.6875,66.625,72.8125,74.6875,66.6875,80.1875,62.5,62.90625,68.1875,71.3125,75.875,71.1875
ECU,Ecuador,"[-80.97, -4.96, -75.23, 1.38]",39.8125,40.09375,42.40625,42.0,40.90625,39.1875,40.3125,38.8125,43.3125,41.3125,40.6875,37.90625,41.6875,40.09375,40.59375,42.8125,44.5,40.90625,38.0,41.0,37.0,38.40625,44.09375,42.3125,42.0,45.1875,44.90625,46.1875,42.90625,41.0,42.09375,40.6875,44.0,42.90625,42.59375,47.1875,43.0,42.6875,48.0,44.40625,45.09375,43.5,44.3125,47.59375,47.40625,43.3125,43.90625,46.09375,46.09375,46.1875,43.59375,45.8125,49.1875,45.1875,46.0,47.40625
EGY,Egypt,"[24.7, 22.0, 36.87, 31.59]",51.40625,48.5,51.90625,51.5,53.5,51.8125,53.0,52.09375,50.0,51.0,50.3125,53.3125,75.625,50.8125,51.59375,50.5,51.09375,49.90625,52.3125,53.59375,51.0,52.0,58.59375,49.1875,51.40625,51.40625,52.3125,52.3125,50.5,61.0,52.3125,52.1875,51.8125,58.5,53.90625,53.1875,51.5,55.5,69.375,57.6875,53.40625,52.8125,58.0,54.1875,53.90625,52.5,53.90625,54.1875,54.5,52.90625,53.90625,53.0,53.6875,53.1875,54.8125,63.90625
ERI,Eritrea,"[36.32, 12.46, 43.08, 18.0]",57.90625,52.3125,59.90625,54.8125,65.3125,62.09375,71.3125,61.0,54.0,57.90625,61.5,56.09375,69.625,69.3125,70.3125,61.09375,69.125,56.09375,76.8125,64.0,63.5,60.40625,74.1875,58.3125,60.6875,61.90625,62.59375,57.8125,59.0,69.6875,59.90625,57.5,61.6875,62.09375,59.09375,66.3125,72.3125,60.8125,59.1875,62.1875,54.3125,66.875,56.59375,73.1875,61.0,56.5,59.5,63.1875,59.59375,56.1875,58.0,58.40625,59.0,59.5,60.3125,66.0
ESP,Spain,"[-9.39, 35.95, 3.04, 43.75]",46.6875,53.59375,49.5,47.90625,48.59375,47.59375,47.59375,47.5,50.90625,50.90625,52.0,48.5,47.40625,48.0,48.6875,49.09375,47.0,48.3125,49.8125,47.3125,46.1875,54.40625,47.90625,48.6875,49.40625,48.5,49.90625,49.40625,51.40625,50.3125,50.3125,50.09375,47.8125,50.40625,50.6875,50.1875,49.90625,49.40625,50.1875,54.40625,50.6875,51.8125,52.40625,50.5,53.40625,50.5,57.0,50.90625,50.59375,50.40625,51.1875,52.40625,51.0,53.09375,54.5,54.59375
EST,Estonia,"[23.34, 57.47, 28.13, 59.61]",32.09375,36.09375,37.09375,34.90625,31.40625,29.90625,32.3125,31.09375,34.40625,38.3125,38.6875,31.5,36.09375,40.09375,29.5,33.6875,34.6875,36.09375,39.1875,34.6875,33.09375,37.8125,33.6875,36.5,37.90625,31.5,36.09375,31.09375,35.59375,42.09375,36.59375,35.5,37.3125,44.3125,36.09375,41.1875,41.3125,41.40625,40.6875,39.3125,38.59375,33.0,40.59375,33.5,38.6875,39.90625,39.0,34.59375,37.6875,41.90625,41.40625,38.8125,40.90625,40.6875,39.1875,42.6875
ETH,Ethiopia,"[32.95, 3.42, 47.79, 14.96]",57.90625,59.8125,59.40625,65.1875,66.8125,65.0,65.1875,66.3125,71.3125,57.90625,61.59375,63.5,69.625,69.3125,70.3125,65.625,63.59375,58.5,60.1875,64.0,63.5,62.6875,74.1875,65.0,61.6875,59.40625,63.8125,61.5,66.125,62.90625,63.59375,61.09375,61.6875,66.625,60.5,67.6875,66.375,64.8125,72.125,69.0,59.3125,66.875,64.6875,61.09375,65.375,63.59375,65.5,64.8125,66.375,61.09375,60.59375,59.90625,64.5,63.8125,67.5,64.625
FIN,Finland,"[20.65, 59.85, 31.52, 70.16]",35.1875,29.90625,33.6875,33.6875,29.703125,29.09375,29.59375,33.1875,35.8125,31.703125,37.59375,30.5,34.3125,36.3125,27.5,32.5,33.0,34.1875,37.3125,32.59375,36.09375,31.40625,32.0,34.5,34.0,30.703125,34.1875,28.703125,34.6875,37.3125,34.90625,34.59375,33.40625,39.90625,38.59375,39.40625,37.09375,39.3125,34.90625,34.5,37.40625,31.40625,38.1875,33.3125,34.59375,40.40625,34.1875,31.59375,34.5,38.59375,37.5,37.0,37.8125,39.5,38.1875,42.3125
FJI,Fiji,"[-180.0, -18.29, 180.0, -16.02]",61.3125,66.8125,61.40625,62.90625,66.875,60.8125,62.0,64.1875,61.3125,56.09375,60.1875,67.3125,69.625,65.875,64.125,61.8125,63.59375,67.3125,63.59375,61.5,59.6875,68.8125,63.6875,65.0,63.3125,66.0,64.0,63.8125,66.375,62.09375,59.90625,65.3125,59.6875,66.0,67.875,71.875,61.8125,62.40625,63.40625,67.375,69.125,64.1875,63.3125,60.6875,65.125,63.59375,66.375,64.1875,72.3125,66.3125,71.5,63.1875,63.0,69.1875,62.09375,70.8125
FLK,Falkland Islands,"[-61.2, -52.3, -57.75, -51.1]",22.296875,18.796875,20.203125,19.796875,19.296875,21.09375,18.703125,19.09375,19.703125,19.90625,19.5,19.203125,20.5,20.796875,20.203125,20.296875,18.796875,19.0,20.59375,19.0,18.09375,18.40625,19.5,23.09375,20.90625,19.90625,20.40625,21.0,18.203125,21.703125,19.796875,20.40625,20.40625,19.59375,21.0,21.203125,22.40625,23.796875,22.59375,21.40625,20.703125,20.203125,19.203125,20.5,21.703125,21.5,21.5,20.5,22.90625,20.796875,23.90625,22.203125,24.0,21.5,22.203125,23.5
FRA,France,"[-5.0, 42.5, 9.56, 51.15]",43.09375,53.59375,49.5,42.5,45.8125,47.59375,44.5,44.5,46.8125,55.0,46.3125,46.59375,43.8125,48.0,46.8125,46.0,43.6875,43.09375,47.1875,45.90625,44.90625,48.59375,45.90625,48.40625,46.5,45.0,49.3125,48.6875,51.40625,52.6875,44.3125,49.8125,49.6875,45.3125,49.5,48.3125,50.5,48.40625,51.5,51.90625,47.40625,48.5,54.0,47.1875,48.3125,50.3125,51.6875,48.1875,49.1875,48.0,48.8125,51.40625,50.3125,50.8125,54.90625,53.09375
GAB,Gabon,"[8.8, -3.98, 14.43, 2.33]",41.90625,38.6875,37.09375,37.8125,37.0,38.8125,38.0,37.1875,39.6875,39.0,37.5,38.90625,39.90625,41.09375,37.90625,38.8125,38.0,38.1875,37.90625,39.90625,38.59375,38.6875,39.40625,39.0,40.6875,39.5,42.1875,40.6875,40.40625,39.3125,41.1875,39.5,38.90625,39.1875,40.0,41.1875,42.3125,40.0,40.0,41.0,39.3125,40.40625,40.90625,40.59375,41.09375,40.6875,40.1875,42.0,42.0,40.90625,42.5,40.6875,41.40625,41.59375,41.59375,43.0
GBR,United Kingdom,"[-7.57, 49.96, 1.68, 58.64]",34.09375,41.5,35.59375,37.3125,35.8125,32.0,36.09375,35.1875,44.6875,41.09375,35.8125,36.6875,36.1875,39.6875,37.6875,38.40625,36.40625,41.6875,44.5,41.1875,37.09375,36.5,40.90625,44.3125,34.8125,38.40625,40.40625,42.90625,45.3125,44.0,40.40625,39.8125,45.40625,40.6875,38.90625,40.6875,45.0,32.59375,36.90625,44.59375,41.6875,41.90625,50.0,38.6875,45.1875,48.8125,48.1875,39.6875,45.1875,42.90625,44.09375,39.90625,41.59375,43.59375,44.8125,48.90625
GEO,Georgia,"[39.96, 41.06, 46.64, 43.55]",47.1875,42.5,44.6875,45.8125,46.09375,46.5,45.59375,46.40625,45.90625,44.59375,45.59375,44.59375,46.59375,46.59375,47.5,48.8125,47.1875,44.59375,48.0,48.09375,47.6875,45.90625,49.5,46.09375,46.59375,45.90625,49.1875,47.90625,48.0,49.5,46.8125,45.1875,48.3125,49.5,48.59375,47.59375,48.59375,49.0,48.09375,49.3125,48.09375,52.5,49.40625,48.6875,48.8125,50.8125,46.3125,51.8125,48.5,51.0,51.59375,52.1875,56.40625,49.40625,51.8125,49.1875
GHA,Ghana,"[-3.24, 4.71, 1.06, 11.1]",56.8125,53.90625,54.40625,53.0,54.40625,55.09375,59.5,51.0,55.09375,56.59375,54.8125,55.0,55.1875,56.6875,52.1875,53.5,55.40625,56.5,54.90625,47.8125,52.3125,56.3125,52.6875,50.0,56.3125,57.5,58.6875,57.5,56.0,59.1875,53.8125,55.09375,58.8125,53.09375,58.0,61.5,61.8125,61.09375,56.1875,58.3125,52.5,56.0,55.59375,57.6875,58.6875,56.1875,58.3125,58.6875,59.40625,53.90625,54.8125,59.5,54.0,54.0,55.40625,59.40625
GIN,Guinea,"[-15.13, 7.31, -7.83, 12.59]",50.6875,49.3125,51.6875,53.59375,50.1875,55.3125,56.59375,49.90625,56.8125,52.90625,52.1875,55.8125,52.90625,57.0,52.1875,52.09375,52.59375,56.0,53.3125,49.1875,54.3125,52.8125,52.90625,52.1875,50.1875,58.3125,56.0,52.5,52.6875,54.40625,50.90625,58.5,55.5,57.8125,58.09375,52.6875,52.3125,56.5,54.6875,56.8125,54.5,56.5,56.6875,51.6875,55.3125,53.0,57.90625,55.6875,56.5,58.59375,57.6875,52.3125,55.8125,55.1875,55.6875,55.40625
GMB,Gambia,"[-16.84, 13.13, -13.84, 13.88]",46.59375,45.90625,45.3125,46.5,47.0,46.1875,46.5,45.8125,46.09375,46.1875,46.3125,46.3125,46.3125,45.90625,46.40625,46.6875,46.40625,45.90625,46.40625,46.59375,45.8125,46.8125,46.90625,47.6875,48.0,47.3125,47.0,47.3125,47.5,47.90625,47.8125,47.0,48.40625,48.40625,48.40625,49.90625,48.1875,48.90625,49.59375,48.6875,48.0,48.3125,50.1875,48.6875,49.59375,48.90625,48.8125,49.40625,48.90625,48.90625,49.59375,50.59375,49.3125,49.09375,49.09375,51.5
GNB,Guinea Bissau,"[-16.68, 11.04, -13.7, 12.63]",45.5,44.40625,44.0,47.6875,46.40625,44.5,46.0,45.09375,45.5,45.90625,44.5,45.1875,52.40625,44.90625,45.59375,46.40625,45.90625,45.09375,46.09375,46.8125,45.1875,47.0,46.90625,48.40625,49.1875,47.40625,46.3125,46.8125,46.3125,46.5,47.1875,45.6875,47.5,47.59375,48.1875,48.6875,47.09375,47.3125,48.0,48.3125,47.40625,47.1875,49.8125,48.5,49.90625,47.09375,47.6875,47.90625,48.6875,48.59375,48.0,49.0,48.90625,48.90625,48.59375,51.59375
GNQ,Equatorial Guinea,"[9.31, 1.01, 11.29, 2.28]",41.90625,35.0,35.3125,34.90625,36.09375,34.1875,37.09375,37.1875,38.1875,35.6875,36.59375,36.90625,37.6875,35.8125,34.40625,37.3125,36.0,35.8125,35.6875,36.09375,38.40625,35.8125,36.09375,35.90625,37.0,37.6875,42.1875,37.1875,40.40625,36.59375,38.40625,36.59375,36.0,37.8125,36.90625,38.40625,38.0,38.0,37.59375,38.0,37.1875,39.40625,38.6875,38.3125,38.5,38.0,37.8125,38.09375,38.8125,39.1875,38.3125,38.90625,38.8125,38.3125,38.5,39.8125
GRC,Greece,"[20.15, 34.92, 26.6, 41.83]",46.8125,42.40625,54.0,51.8125,53.3125,47.1875,47.6875,47.09375,44.8125,54.90625,46.6875,44.6875,46.1875,52.0,49.0,51.09375,47.1875,46.40625,47.40625,46.09375,45.5,51.09375,45.5,49.90625,45.59375,49.90625,47.09375,57.6875,46.0,51.6875,50.0,51.8125,47.6875,49.1875,49.09375,47.59375,49.0,54.3125,47.8125,50.40625,47.09375,52.5,48.8125,50.40625,48.8125,46.8125,48.6875,53.0,52.0,51.40625,48.90625,49.90625,49.09375,50.40625,50.90625,50.0
GRL,Greenland,"[-73.3, 60.04, -12.21, 83.65]",29.40625,30.703125,26.0,26.796875,25.59375,30.5,26.40625,27.296875,27.296875,33.3125,27.59375,29.59375,31.40625,32.8125,40.1875,33.40625,29.90625,27.59375,30.40625,31.90625,28.59375,26.5,33.90625,26.90625,30.5,27.40625,28.09375,28.59375,47.09375,31.40625,31.796875,37.09375,32.5,33.40625,31.296875,34.8125,30.0,27.0,33.3125,34.3125,35.40625,34.5,33.5,32.0,29.40625,33.8125,31.703125,31.703125,31.09375,39.59375,32.40625,33.1875,33.8125,32.5,34.90625,43.3125
GTM,Guatemala,"[-92.23, 13.74, -88.23, 17.82]",46.5,42.5,43.8125,41.59375,42.3125,44.3125,42.3125,45.8125,44.5,44.0,46.59375,42.6875,45.1875,45.09375,50.40625,44.40625,43.8125,51.0,47.3125,44.90625,41.90625,42.0,46.09375,43.3125,45.8125,45.1875,46.09375,44.59375,43.1875,44.0,49.3125,42.8125,45.3125,48.3125,47.90625,47.1875,46.1875,48.8125,47.1875,46.6875,43.3125,45.90625,49.3125,48.6875,48.59375,46.6875,48.09375,46.59375,44.40625,46.8125,50.5,48.3125,47.3125,47.09375,47.40625,49.8125
GUY,Guyana,"[-61.41, 1.27, -56.54, 8.37]",44.0,40.59375,42.09375,42.09375,41.90625,42.6875,44.5,41.5,43.09375,43.90625,47.09375,43.0,44.40625,42.90625,43.8125,44.3125,43.90625,42.0,42.59375,45.0,41.0,43.6875,43.59375,43.3125,44.09375,43.59375,44.5,47.0,43.1875,45.40625,45.3125,44.1875,44.59375,46.40625,45.5,46.8125,43.8125,45.59375,46.40625,44.5,46.6875,45.3125,45.0,46.0,45.59375,44.40625,46.40625,45.8125,47.5,46.5,45.90625,46.40625,46.59375,46.90625,47.5,47.40625
HND,Honduras,"[-89.35, 12.98, -83.15, 16.01]",46.5,41.09375,44.8125,43.1875,45.3125,41.8125,41.1875,45.8125,43.3125,45.3125,46.59375,41.5,43.6875,45.6875,50.40625,44.40625,41.40625,50.6875,47.3125,50.40625,44.40625,48.1875,48.40625,43.3125,45.8125,42.8125,46.09375,44.59375,41.90625,43.6875,47.59375,42.5,44.6875,43.3125,49.8125,44.0,44.1875,44.40625,45.09375,43.09375,45.59375,48.59375,46.3125,48.6875,49.09375,44.6875,44.59375,44.59375,44.1875,50.09375,44.3125,54.5,53.40625,44.40625,48.5,48.5
HRV,Croatia,"[13.66, 42.48, 19.39, 46.5]",44.1875,43.5,55.6875,45.59375,48.90625,45.90625,44.40625,46.6875,41.1875,44.6875,47.59375,44.3125,47.0,49.1875,49.90625,45.8125,45.3125,45.6875,51.3125,48.8125,47.40625,48.6875,47.6875,46.6875,46.6875,46.59375,49.0,51.40625,51.6875,56.3125,49.1875,50.40625,47.8125,52.6875,47.59375,51.09375,56.59375,58.5,57.0,49.59375,47.59375,52.5,51.5,43.90625,53.8125,53.0,46.8125,51.1875,50.09375,51.0,48.90625,50.8125,52.90625,56.0,57.09375,55.59375
HTI,Haiti,"[-74.46, 18.03, -71.62, 19.92]",39.3125,37.5,38.5,48.40625,41.8125,38.59375,38.59375,40.59375,38.8125,41.1875,38.0,38.90625,46.1875,39.09375,38.1875,39.40625,41.40625,39.5,40.1875,49.3125,39.8125,48.3125,39.90625,44.40625,40.0,39.6875,43.40625,47.3125,43.8125,39.8125,49.09375,39.8125,40.40625,49.1875,41.09375,41.1875,41.6875,47.40625,41.5,44.0,41.0,40.40625,40.90625,56.0,45.5,41.59375,44.1875,41.3125,41.90625,41.8125,42.8125,43.0,42.0,42.40625,42.09375,43.1875
HUN,Hungary,"[16.2, 45.76, 22.71, 48.62]",45.5,44.8125,55.6875,47.0,51.09375,45.90625,44.90625,47.6875,48.3125,53.0,55.3125,48.1875,47.09375,49.1875,50.1875,48.09375,52.59375,46.90625,51.3125,51.0,52.90625,50.3125,47.8125,52.3125,46.6875,48.0,49.0,51.40625,53.6875,56.5,49.1875,51.0,48.09375,52.6875,49.1875,54.8125,56.59375,58.5,57.0,49.59375,62.3125,51.1875,53.09375,44.59375,53.3125,53.0,54.09375,51.1875,50.09375,54.90625,50.90625,50.8125,62.40625,56.8125,56.3125,55.59375
IDN,Indonesia,"[95.29, -10.36, 141.03, 5.48]",52.1875,49.3125,51.09375,51.90625,49.40625,47.40625,51.40625,50.8125,51.6875,54.90625,50.09375,50.6875,52.0,52.8125,53.6875,49.40625,51.90625,49.5,51.5,51.90625,48.0,48.90625,50.40625,50.1875,54.8125,49.0,51.3125,55.8125,54.0,47.8125,52.90625,53.40625,50.59375,56.09375,52.1875,53.90625,49.40625,51.09375,51.59375,53.8125,51.3125,55.40625,55.6875,52.0,54.3125,50.59375,54.8125,53.09375,60.40625,52.90625,53.5,53.59375,51.6875,52.40625,51.6875,56.0
IND,India,"[68.18, 7.97, 97.4, 35.49]",59.1875,61.09375,63.40625,74.3125,64.3125,64.8125,68.1875,62.09375,63.0,66.875,62.5,62.3125,63.8125,64.3125,67.125,64.5,65.0,63.0,63.09375,62.40625,64.625,61.6875,62.1875,62.40625,63.8125,66.5,67.0,65.8125,66.6875,66.625,64.375,62.0,66.625,69.0,69.375,60.8125,64.8125,69.6875,64.3125,64.625,60.59375,66.1875,67.5,64.125,67.1875,65.3125,70.0,66.1875,63.8125,66.3125,67.0,69.8125,65.3125,75.375,66.1875,64.125
IRL,Ireland,"[-9.98, 51.67, -6.03, 55.13]",27.296875,33.40625,25.09375,26.296875,30.09375,25.703125,26.703125,26.09375,29.796875,30.796875,28.296875,29.90625,25.40625,28.09375,26.59375,32.40625,25.59375,30.796875,29.40625,27.203125,26.796875,30.40625,31.09375,32.8125,28.59375,28.703125,29.796875,31.703125,34.5,31.203125,29.703125,31.40625,30.59375,29.0,31.40625,28.09375,33.90625,25.296875,29.0,31.203125,33.0,31.90625,31.796875,29.796875,38.6875,34.59375,34.3125,28.0,37.09375,29.296875,31.90625,29.796875,38.8125,38.8125,36.8125,37.40625
IRN,Iran,"[44.11, 25.08, 63.32, 39.71]",60.09375,54.09375,54.40625,57.59375,55.1875,61.6875,55.1875,60.90625,68.375,54.3125,55.1875,55.1875,55.90625,64.1875,55.8125,56.0,62.5,54.5,57.1875,64.125,60.09375,62.0,63.5,55.5,55.09375,55.0,63.40625,63.90625,62.40625,68.125,61.5,60.5,60.5,80.8125,57.09375,58.09375,66.3125,72.0,66.3125,59.59375,57.1875,59.40625,70.8125,62.5,56.8125,58.1875,64.6875,63.0,69.0,65.375,59.1875,65.6875,82.5,62.3125,60.5,59.6875
IRQ,Iraq,"[38.79, 29.1, 48.57, 37.39]",57.09375,54.09375,54.40625,57.59375,57.6875,61.6875,55.1875,66.1875,68.375,54.3125,55.1875,55.1875,55.90625,58.59375,55.8125,56.0,55.0,57.1875,57.1875,64.125,60.09375,56.40625,76.3125,55.5,55.09375,55.0,62.0,60.8125,57.0,71.1875,56.5,60.5,59.0,61.59375,59.59375,58.09375,65.6875,60.3125,66.3125,74.0,57.1875,59.40625,58.5,58.1875,61.09375,67.6875,64.6875,61.5,59.09375,65.375,62.59375,65.6875,78.625,62.3125,58.6875,59.6875
ISL,Iceland,"[-24.33, 63.5, -13.61, 66.53]",22.703125,24.40625,22.296875,24.90625,23.203125,23.5,24.5,20.703125,24.59375,19.90625,21.796875,24.703125,20.40625,25.203125,23.40625,22.703125,22.59375,27.40625,23.40625,25.296875,22.203125,26.203125,24.90625,24.59375,23.796875,24.796875,23.40625,28.59375,29.59375,29.90625,29.703125,25.203125,30.09375,26.0,25.09375,26.40625,25.5,24.09375,29.703125,24.796875,25.09375,30.90625,26.90625,27.59375,28.40625,28.703125,26.59375,28.0,27.703125,29.5,27.0,27.203125,32.0,24.59375,28.296875,28.0
ISR,Israel,"[34.27, 29.5, 35.84, 33.28]",48.5,45.09375,48.09375,45.8125,50.1875,47.40625,47.5,46.09375,46.0,46.8125,45.6875,46.0,49.1875,46.40625,49.09375,46.59375,47.3125,45.6875,46.6875,48.5,47.8125,47.6875,49.59375,45.90625,47.5,46.90625,52.8125,47.40625,46.5,52.6875,49.8125,49.8125,47.1875,50.59375,47.6875,49.1875,51.3125,49.8125,64.5,50.0,47.59375,48.0,48.09375,49.8125,48.40625,47.40625,47.5,49.59375,49.0,51.0,47.6875,49.09375,48.09375,49.5,49.8125,50.8125
ITA,Italy,"[6.75, 36.62, 18.48, 47.12]",47.5,52.09375,54.59375,48.09375,55.09375,48.90625,49.09375,46.59375,47.59375,47.90625,48.40625,49.1875,49.09375,50.3125,50.1875,48.59375,50.1875,49.59375,51.3125,47.8125,47.8125,50.1875,49.6875,53.1875,50.0,47.3125,49.90625,52.59375,50.6875,51.6875,51.1875,51.1875,51.90625,52.09375,53.09375,51.90625,56.59375,58.5,57.0,51.90625,49.09375,51.5,51.5,52.09375,53.8125,50.1875,52.5,51.09375,50.8125,53.40625,54.6875,51.3125,54.1875,54.59375,57.09375,55.59375
JAM,Jamaica,"[-78.34, 17.7, -76.2, 18.52]",36.6875,35.09375,35.3125,40.5,41.40625,37.0,36.3125,37.09375,36.40625,36.40625,42.59375,37.5,36.6875,41.1875,36.3125,36.5,36.0,36.1875,37.09375,37.09375,36.40625,37.1875,36.90625,36.59375,36.5,38.3125,38.6875,38.1875,36.6875,39.40625,38.0,37.6875,43.90625,38.09375,38.3125,37.59375,37.40625,38.40625,38.90625,39.59375,37.8125,37.90625,38.3125,38.09375,38.09375,38.0,39.0,39.0,40.09375,38.40625,38.59375,40.59375,39.09375,38.59375,39.6875,38.90625
JOR,Jordan,"[34.92, 29.2, 39.2, 33.38]",48.5,46.6875,48.09375,46.0,50.1875,48.40625,53.0,49.8125,46.0,47.59375,46.09375,50.0,48.6875,46.40625,49.09375,46.59375,47.3125,46.40625,47.5,49.8125,47.8125,50.90625,57.09375,45.90625,47.8125,46.90625,52.8125,48.6875,46.5,52.6875,49.8125,49.8125,47.1875,50.59375,56.5,50.1875,55.09375,55.5,70.6875,49.0,48.09375,49.8125,48.5,49.8125,48.8125,48.3125,48.5,54.40625,57.5,51.5,50.5,49.5,49.6875,50.8125,55.3125,51.1875
JPN,Japan,"[129.41, 31.03, 145.54, 45.55]",41.6875,41.09375,41.8125,39.09375,39.6875,43.3125,41.6875,42.8125,45.59375,43.59375,40.3125,44.3125,38.90625,39.6875,45.1875,38.5,43.40625,44.0,44.09375,43.6875,43.59375,39.59375,43.09375,41.40625,42.59375,47.6875,43.40625,40.59375,39.5,46.90625,41.6875,45.8125,42.0,44.40625,43.40625,47.1875,43.3125,44.40625,41.90625,42.40625,46.09375,44.09375,46.90625,43.0,46.90625,45.0,45.1875,45.3125,41.09375,49.6875,44.8125,47.0,47.3125,43.8125,45.1875,44.59375
KAZ,Kazakhstan,"[46.47, 40.66, 87.36, 55.39]",73.6875,52.90625,59.0,61.40625,54.5,50.6875,66.5,58.90625,54.09375,58.59375,59.5,61.0,69.5,67.0,75.125,74.3125,63.5,58.3125,67.1875,69.375,57.5,69.1875,67.8125,59.0,62.5,64.1875,56.3125,63.5,64.0,58.59375,73.0,77.6875,67.625,65.125,59.3125,67.8125,61.6875,62.09375,63.90625,62.8125,61.8125,66.1875,81.0,63.90625,70.125,60.8125,72.8125,63.40625,66.625,64.8125,68.875,69.3125,70.1875,78.875,76.3125,60.59375
KEN,Kenya,"[33.89, -4.68, 41.86, 5.51]",56.59375,59.6875,47.90625,50.5,49.09375,52.0,51.90625,54.09375,47.40625,47.09375,53.40625,48.40625,56.40625,51.40625,50.90625,47.1875,56.3125,55.1875,56.09375,53.1875,51.8125,51.90625,49.1875,54.5,54.09375,55.40625,58.90625,61.5,56.1875,51.6875,50.90625,52.09375,53.90625,46.90625,60.40625,51.40625,58.90625,51.6875,52.09375,57.40625,53.40625,56.40625,50.90625,56.5,51.09375,53.90625,65.5,58.09375,52.59375,55.8125,50.0,56.09375,56.1875,50.09375,56.0,54.1875
KGZ,Kyrgyzstan,"[69.46, 39.28, 80.26, 43.3]",54.3125,47.5,47.90625,61.40625,49.8125,51.8125,58.0,48.0,52.09375,51.90625,48.1875,51.0,47.59375,49.5,75.125,53.0,53.90625,49.6875,48.09375,51.3125,51.5,57.5,54.5,53.1875,58.5,50.5,51.8125,59.40625,48.09375,51.90625,49.59375,51.09375,61.8125,55.40625,51.5,50.5,48.59375,60.09375,57.90625,54.3125,56.1875,54.3125,56.5,55.0,56.90625,53.1875,55.6875,57.0,65.375,58.8125,68.875,60.6875,60.59375,78.875,58.3125,53.3125
